row_ID,study_ID,title,year,journal,volume,issue,pages,authors,taxo_group,species_name,population,study_environment,age,personality_trait,study_type,male_n,female_n,male_mean,male_SE,female_mean,female_SE,error_type,m_SE_to_SD,f_SE_to_SD,directionality,comp,depend,data_type,data_location,score,proportion,flip_sign,data_quality
2209,P231,Behavioral repeatability of flour beetles before and after metamorphosis and throughout aging,2016,Behavioral Ecology and Sociobiology,70,5,745-753,"Wexler, Y.; Subach, A.; Pruitt, J.N.; Scharf, I.",invertebrate,Tribolium castaneum,lab,lab,adult,boldness,experimental,20,19,0.8225,0.1123,0.8483,0.0943,SD,0.112,0.094,1,1782,651,proportion edge preference,Supplementary,,1,,
2210,P231,Behavioral repeatability of flour beetles before and after metamorphosis and throughout aging,2016,Behavioral Ecology and Sociobiology,70,5,745-753,"Wexler, Y.; Subach, A.; Pruitt, J.N.; Scharf, I.",invertebrate,Tribolium castaneum,lab,lab,adult,boldness,experimental,20,19,0.7961,0.1437,0.8783,0.1054,SD,0.144,0.105,1,1782,651,proportion edge preference,Supplementary,,1,,
2211,P231,Behavioral repeatability of flour beetles before and after metamorphosis and throughout aging,2016,Behavioral Ecology and Sociobiology,70,5,745-753,"Wexler, Y.; Subach, A.; Pruitt, J.N.; Scharf, I.",invertebrate,Tribolium castaneum,lab,lab,adult,boldness,experimental,20,19,0.8143,0.1284,0.8341,0.1044,SD,0.128,0.104,1,1782,651,proportion edge preference,Supplementary,,1,,
2212,P231,Behavioral repeatability of flour beetles before and after metamorphosis and throughout aging,2016,Behavioral Ecology and Sociobiology,70,5,745-753,"Wexler, Y.; Subach, A.; Pruitt, J.N.; Scharf, I.",invertebrate,Tribolium castaneum,lab,lab,adult,boldness,experimental,20,19,0.8499,0.1282,0.865,0.0975,SD,0.128,0.098,1,1782,651,proportion edge preference,Supplementary,,1,,
2213,P231,Behavioral repeatability of flour beetles before and after metamorphosis and throughout aging,2016,Behavioral Ecology and Sociobiology,70,5,745-753,"Wexler, Y.; Subach, A.; Pruitt, J.N.; Scharf, I.",invertebrate,Tribolium castaneum,lab,lab,adult,boldness,experimental,20,19,0.8332,0.1181,0.8819,0.0854,SD,0.118,0.085,1,1782,651,proportion edge preference,Supplementary,,1,,
2214,P231,Behavioral repeatability of flour beetles before and after metamorphosis and throughout aging,2016,Behavioral Ecology and Sociobiology,70,5,745-753,"Wexler, Y.; Subach, A.; Pruitt, J.N.; Scharf, I.",invertebrate,Tribolium castaneum,lab,lab,adult,boldness,experimental,20,19,0.7989,0.202,0.8951,0.0691,SD,0.202,0.069,1,1782,651,proportion edge preference,Supplementary,,1,,
2215,P231,Behavioral repeatability of flour beetles before and after metamorphosis and throughout aging,2016,Behavioral Ecology and Sociobiology,70,5,745-753,"Wexler, Y.; Subach, A.; Pruitt, J.N.; Scharf, I.",invertebrate,Tribolium castaneum,lab,lab,adult,boldness,experimental,20,19,0.8162,0.1791,0.8626,0.1172,SD,0.179,0.117,1,1782,651,proportion edge preference,Supplementary,,1,,
2216,P231,Behavioral repeatability of flour beetles before and after metamorphosis and throughout aging,2016,Behavioral Ecology and Sociobiology,70,5,745-753,"Wexler, Y.; Subach, A.; Pruitt, J.N.; Scharf, I.",invertebrate,Tribolium castaneum,lab,lab,adult,boldness,experimental,20,19,0.7273,0.273,0.871,0.0966,SD,0.273,0.097,1,1782,651,proportion edge preference,Supplementary,,1,,
2217,P231,Behavioral repeatability of flour beetles before and after metamorphosis and throughout aging,2016,Behavioral Ecology and Sociobiology,70,5,745-753,"Wexler, Y.; Subach, A.; Pruitt, J.N.; Scharf, I.",invertebrate,Tribolium castaneum,lab,lab,adult,boldness,experimental,20,19,0.789,0.232,0.8011,0.167,SD,0.232,0.167,1,1782,651,proportion edge preference,Supplementary,,1,,
2218,P231,Behavioral repeatability of flour beetles before and after metamorphosis and throughout aging,2016,Behavioral Ecology and Sociobiology,70,5,745-753,"Wexler, Y.; Subach, A.; Pruitt, J.N.; Scharf, I.",invertebrate,Tribolium castaneum,lab,lab,adult,boldness,experimental,20,19,0.7865,0.2415,0.8871,0.0942,SD,0.242,0.094,1,1782,651,proportion edge preference,Supplementary,,1,,
2219,P231,Behavioral repeatability of flour beetles before and after metamorphosis and throughout aging,2016,Behavioral Ecology and Sociobiology,70,5,745-753,"Wexler, Y.; Subach, A.; Pruitt, J.N.; Scharf, I.",invertebrate,Tribolium castaneum,lab,lab,adult,boldness,experimental,20,19,0.8349,0.1604,0.8451,0.1004,SD,0.16,0.1,1,1782,651,proportion edge preference,Supplementary,,1,,
2220,P231,Behavioral repeatability of flour beetles before and after metamorphosis and throughout aging,2016,Behavioral Ecology and Sociobiology,70,5,745-753,"Wexler, Y.; Subach, A.; Pruitt, J.N.; Scharf, I.",invertebrate,Tribolium castaneum,lab,lab,adult,boldness,experimental,20,19,0.7448,0.2493,0.8646,0.1559,SD,0.249,0.156,1,1782,651,proportion edge preference,Supplementary,,1,,
2221,P231,Behavioral repeatability of flour beetles before and after metamorphosis and throughout aging,2016,Behavioral Ecology and Sociobiology,70,5,745-753,"Wexler, Y.; Subach, A.; Pruitt, J.N.; Scharf, I.",invertebrate,Tribolium castaneum,lab,lab,adult,boldness,experimental,20,19,0.7539,0.2883,0.8326,0.1393,SD,0.288,0.139,1,1782,651,proportion edge preference,Supplementary,,1,,
2222,P231,Behavioral repeatability of flour beetles before and after metamorphosis and throughout aging,2016,Behavioral Ecology and Sociobiology,70,5,745-753,"Wexler, Y.; Subach, A.; Pruitt, J.N.; Scharf, I.",invertebrate,Tribolium castaneum,lab,lab,adult,boldness,experimental,20,19,0.6746,0.3218,0.839,0.1058,SD,0.322,0.106,1,1782,651,proportion edge preference,Supplementary,,1,,
2223,P231,Behavioral repeatability of flour beetles before and after metamorphosis and throughout aging,2016,Behavioral Ecology and Sociobiology,70,5,745-753,"Wexler, Y.; Subach, A.; Pruitt, J.N.; Scharf, I.",invertebrate,Tribolium castaneum,lab,lab,adult,boldness,experimental,20,19,0.6808,0.2647,0.8242,0.1167,SD,0.265,0.117,1,1782,651,proportion edge preference,Supplementary,,1,,
2224,P231,Behavioral repeatability of flour beetles before and after metamorphosis and throughout aging,2016,Behavioral Ecology and Sociobiology,70,5,745-753,"Wexler, Y.; Subach, A.; Pruitt, J.N.; Scharf, I.",invertebrate,Tribolium castaneum,lab,lab,adult,boldness,experimental,20,19,0.5487,0.345,0.7669,0.2616,SD,0.345,0.262,1,1782,651,proportion edge preference,Supplementary,,1,,
2225,P231,Behavioral repeatability of flour beetles before and after metamorphosis and throughout aging,2016,Behavioral Ecology and Sociobiology,70,5,745-753,"Wexler, Y.; Subach, A.; Pruitt, J.N.; Scharf, I.",invertebrate,Tribolium castaneum,lab,lab,adult,boldness,experimental,20,19,0.6005,0.3848,0.6549,0.3312,SD,0.385,0.331,1,1782,651,proportion edge preference,Supplementary,,1,,
2226,P231,Behavioral repeatability of flour beetles before and after metamorphosis and throughout aging,2016,Behavioral Ecology and Sociobiology,70,5,745-753,"Wexler, Y.; Subach, A.; Pruitt, J.N.; Scharf, I.",invertebrate,Tribolium castaneum,lab,lab,adult,boldness,experimental,20,19,0.3998,0.3447,0.5875,0.3368,SD,0.345,0.337,1,1782,651,proportion edge preference,Supplementary,,1,,
2227,P231,Behavioral repeatability of flour beetles before and after metamorphosis and throughout aging,2016,Behavioral Ecology and Sociobiology,70,5,745-753,"Wexler, Y.; Subach, A.; Pruitt, J.N.; Scharf, I.",invertebrate,Tribolium castaneum,lab,lab,adult,boldness,experimental,20,19,0.5478,0.3002,0.6334,0.2666,SD,0.3,0.267,1,1782,651,proportion edge preference,Supplementary,,1,,
2228,P232,Activity syndromes and metabolism in giant deep-sea isopods,2017,Deep-Sea Research Part I: Oceanographic Research Papers,121,,237-244,"Wilson, A.D.M.; Szekeres, P.; Violich, M.; Gutowsky, L.F.G.; Eliason, E.J.; Cooke, S.J.",invertebrate,Booralana tricarinata,field,lab,adult,activity,experimental,9,8,196.9,141.8,153.6,132.5,SD,141.8,132.5,,1783,652,active time,in-text,,,,
2229,P232,Activity syndromes and metabolism in giant deep-sea isopods,2017,Deep-Sea Research Part I: Oceanographic Research Papers,121,,237-244,"Wilson, A.D.M.; Szekeres, P.; Violich, M.; Gutowsky, L.F.G.; Eliason, E.J.; Cooke, S.J.",invertebrate,Bathynomus giganteus,field,lab,adult,activity,experimental,7,5,146.4,174.1,88,31.1,SD,174.1,31.1,,1784,652,active time,in-text,,,,
2230,P232,Activity syndromes and metabolism in giant deep-sea isopods,2017,Deep-Sea Research Part I: Oceanographic Research Papers,121,,237-244,"Wilson, A.D.M.; Szekeres, P.; Violich, M.; Gutowsky, L.F.G.; Eliason, E.J.; Cooke, S.J.",invertebrate,Booralana tricarinata,field,lab,adult,activity,experimental,9,8,310.7,159.8,283.9,145.6,SD,159.8,145.6,,1783,652,active time,in-text,,,,
2231,P232,Activity syndromes and metabolism in giant deep-sea isopods,2017,Deep-Sea Research Part I: Oceanographic Research Papers,121,,237-244,"Wilson, A.D.M.; Szekeres, P.; Violich, M.; Gutowsky, L.F.G.; Eliason, E.J.; Cooke, S.J.",invertebrate,Bathynomus giganteus,field,lab,adult,activity,experimental,7,5,113.4,108.3,53.6,24.2,SD,108.3,24.2,,1784,652,active time,in-text,,,,
2232,P232,Activity syndromes and metabolism in giant deep-sea isopods,2017,Deep-Sea Research Part I: Oceanographic Research Papers,121,,237-244,"Wilson, A.D.M.; Szekeres, P.; Violich, M.; Gutowsky, L.F.G.; Eliason, E.J.; Cooke, S.J.",invertebrate,Booralana tricarinata,field,lab,adult,activity,experimental,9,8,23,24.5,75.8,98.2,SD,24.5,98.2,1,1785,653,feeding duration,in-text,,,,
2233,P232,Activity syndromes and metabolism in giant deep-sea isopods,2017,Deep-Sea Research Part I: Oceanographic Research Papers,121,,237-244,"Wilson, A.D.M.; Szekeres, P.; Violich, M.; Gutowsky, L.F.G.; Eliason, E.J.; Cooke, S.J.",invertebrate,Bathynomus giganteus,field,lab,adult,activity,experimental,7,5,43.8,73,14.6,25.4,SD,73,25.4,1,1786,653,feeding duration,in-text,,,,
2234,P232,Activity syndromes and metabolism in giant deep-sea isopods,2017,Deep-Sea Research Part I: Oceanographic Research Papers,121,,237-244,"Wilson, A.D.M.; Szekeres, P.; Violich, M.; Gutowsky, L.F.G.; Eliason, E.J.; Cooke, S.J.",invertebrate,Booralana tricarinata,field,lab,adult,activity,experimental,9,8,17.8,9.2,12.7,9.4,SD,9.2,9.4,,1787,654,duration of activity,in-text,,,,
2235,P232,Activity syndromes and metabolism in giant deep-sea isopods,2017,Deep-Sea Research Part I: Oceanographic Research Papers,121,,237-244,"Wilson, A.D.M.; Szekeres, P.; Violich, M.; Gutowsky, L.F.G.; Eliason, E.J.; Cooke, S.J.",invertebrate,Bathynomus giganteus,field,lab,adult,activity,experimental,7,5,21.6,14.7,23,9.7,SD,14.7,9.7,,1788,654,duration of activity,in-text,,,,
2236,P232,Activity syndromes and metabolism in giant deep-sea isopods,2017,Deep-Sea Research Part I: Oceanographic Research Papers,121,,237-244,"Wilson, A.D.M.; Szekeres, P.; Violich, M.; Gutowsky, L.F.G.; Eliason, E.J.; Cooke, S.J.",invertebrate,Booralana tricarinata,field,lab,adult,activity,experimental,9,8,31.3,38.5,21.2,12.5,SD,38.5,12.5,,1787,654,duration of activity,in-text,,,,
2237,P232,Activity syndromes and metabolism in giant deep-sea isopods,2017,Deep-Sea Research Part I: Oceanographic Research Papers,121,,237-244,"Wilson, A.D.M.; Szekeres, P.; Violich, M.; Gutowsky, L.F.G.; Eliason, E.J.; Cooke, S.J.",invertebrate,Bathynomus giganteus,field,lab,adult,activity,experimental,7,5,31.4,8.2,24.9,9.7,SD,8.2,9.7,,1788,654,duration of activity,in-text,,,,
2238,P233,"Behavioral correlations across activity, mating, exploration, aggression, and antipredator contexts in the European house cricket, Acheta domesticus",2010,Behavioral Ecology and Sociobiology,64,5,703-715,"Wilson, A.D.M.; Whattam, E.M.; Bennett, R.; Visanuvimol, L.; Lauzon, C.; Bertram, S.M.",invertebrate,Acheta domesticus,lab,lab,adult,activity,experimental,69,80,26.19,4.98,56.85,7.66,SE,41.367,68.513,,1789,655,no. walking forwards,in-text,,,,
2239,P233,"Behavioral correlations across activity, mating, exploration, aggression, and antipredator contexts in the European house cricket, Acheta domesticus",2010,Behavioral Ecology and Sociobiology,64,5,703-715,"Wilson, A.D.M.; Whattam, E.M.; Bennett, R.; Visanuvimol, L.; Lauzon, C.; Bertram, S.M.",invertebrate,Acheta domesticus,lab,lab,adult,activity,experimental,69,80,0.71,0.34,2.13,0.54,SE,2.824,4.83,,1790,656,no. climbing,in-text,,,,
2240,P233,"Behavioral correlations across activity, mating, exploration, aggression, and antipredator contexts in the European house cricket, Acheta domesticus",2010,Behavioral Ecology and Sociobiology,64,5,703-715,"Wilson, A.D.M.; Whattam, E.M.; Bennett, R.; Visanuvimol, L.; Lauzon, C.; Bertram, S.M.",invertebrate,Acheta domesticus,lab,lab,adult,activity,experimental,69,80,0.62,0.2,0.5,0.15,SE,1.661,1.342,,1791,657,no. turns,in-text,,,,
2241,P233,"Behavioral correlations across activity, mating, exploration, aggression, and antipredator contexts in the European house cricket, Acheta domesticus",2010,Behavioral Ecology and Sociobiology,64,5,703-715,"Wilson, A.D.M.; Whattam, E.M.; Bennett, R.; Visanuvimol, L.; Lauzon, C.; Bertram, S.M.",invertebrate,Acheta domesticus,lab,lab,adult,activity,experimental,69,80,2.25,0.59,3.61,0.59,SE,4.901,5.277,,1792,658,no. walking backwards,in-text,,,,
2242,P233,"Behavioral correlations across activity, mating, exploration, aggression, and antipredator contexts in the European house cricket, Acheta domesticus",2010,Behavioral Ecology and Sociobiology,64,5,703-715,"Wilson, A.D.M.; Whattam, E.M.; Bennett, R.; Visanuvimol, L.; Lauzon, C.; Bertram, S.M.",invertebrate,Acheta domesticus,lab,lab,adult,boldness,experimental,71,85,69.29,7.64,56.35,5.57,SE,64.376,51.353,1,1793,659,latency to emerge,in-text,,,,
2243,P233,"Behavioral correlations across activity, mating, exploration, aggression, and antipredator contexts in the European house cricket, Acheta domesticus",2010,Behavioral Ecology and Sociobiology,64,5,703-715,"Wilson, A.D.M.; Whattam, E.M.; Bennett, R.; Visanuvimol, L.; Lauzon, C.; Bertram, S.M.",invertebrate,Acheta domesticus,lab,lab,adult,boldness,experimental,71,85,7.97,1.25,7.83,1.11,SE,10.533,10.234,1,1794,660,latency to move,in-text,,,,
2244,P233,"Behavioral correlations across activity, mating, exploration, aggression, and antipredator contexts in the European house cricket, Acheta domesticus",2010,Behavioral Ecology and Sociobiology,64,5,703-715,"Wilson, A.D.M.; Whattam, E.M.; Bennett, R.; Visanuvimol, L.; Lauzon, C.; Bertram, S.M.",invertebrate,Acheta domesticus,lab,lab,adult,boldness,experimental,71,85,71.64,8.05,43.71,5.38,SE,67.831,49.601,1,1795,661,latency to emerge,in-text,,,,
2245,P233,"Behavioral correlations across activity, mating, exploration, aggression, and antipredator contexts in the European house cricket, Acheta domesticus",2010,Behavioral Ecology and Sociobiology,64,5,703-715,"Wilson, A.D.M.; Whattam, E.M.; Bennett, R.; Visanuvimol, L.; Lauzon, C.; Bertram, S.M.",invertebrate,Acheta domesticus,lab,lab,adult,exploration,experimental,71,85,80.53,8.41,69.19,6.58,SE,70.864,60.665,1,1796,662,latency to emerge,in-text,,,,
2246,P233,"Behavioral correlations across activity, mating, exploration, aggression, and antipredator contexts in the European house cricket, Acheta domesticus",2010,Behavioral Ecology and Sociobiology,64,5,703-715,"Wilson, A.D.M.; Whattam, E.M.; Bennett, R.; Visanuvimol, L.; Lauzon, C.; Bertram, S.M.",invertebrate,Acheta domesticus,lab,lab,adult,exploration,experimental,71,85,58.2,9.16,36.93,6.21,SE,77.184,57.253,1,1797,663,latency to touch object,in-text,,,,
2247,P234,"Causes and consequences of contest outcome: Aggressiveness, dominance and growth in the sheepshead swordtail, Xiphophorus birchmanni",2013,Behavioral Ecology and Sociobiology,67,7,1151-1161,"Wilson, A.J.; Grimmer, A.; Rosenthal, G.G.",fish,Xiphophorus birchmanni,field,lab,adult,aggression,experimental,16,16,6.196,1.225,1.536,0.527,SE,4.9,2.108,,1798,664,no. approaches,Figure,,,,
2248,P234,"Causes and consequences of contest outcome: Aggressiveness, dominance and growth in the sheepshead swordtail, Xiphophorus birchmanni",2013,Behavioral Ecology and Sociobiology,67,7,1151-1161,"Wilson, A.J.; Grimmer, A.; Rosenthal, G.G.",fish,Xiphophorus birchmanni,field,lab,adult,aggression,experimental,16,16,3.784,1.194,0,0,SE,4.776,0,,1799,665,no. displays,Figure,,,1,
2249,P234,"Causes and consequences of contest outcome: Aggressiveness, dominance and growth in the sheepshead swordtail, Xiphophorus birchmanni",2013,Behavioral Ecology and Sociobiology,67,7,1151-1161,"Wilson, A.J.; Grimmer, A.; Rosenthal, G.G.",fish,Xiphophorus birchmanni,field,lab,adult,aggression,experimental,16,16,7.77,2.706,0.3,0,SE,10.824,0,,1800,666,time displaying,Figure,,,1,
2250,P234,"Causes and consequences of contest outcome: Aggressiveness, dominance and growth in the sheepshead swordtail, Xiphophorus birchmanni",2013,Behavioral Ecology and Sociobiology,67,7,1151-1161,"Wilson, A.J.; Grimmer, A.; Rosenthal, G.G.",fish,Xiphophorus birchmanni,field,lab,adult,aggression,experimental,16,16,4.195,1.36,0,0,SE,5.44,0,,1801,667,no. attacks,Figure,,,1,
2251,P234,"Causes and consequences of contest outcome: Aggressiveness, dominance and growth in the sheepshead swordtail, Xiphophorus birchmanni",2013,Behavioral Ecology and Sociobiology,67,7,1151-1161,"Wilson, A.J.; Grimmer, A.; Rosenthal, G.G.",fish,Xiphophorus birchmanni,field,lab,adult,aggression,experimental,16,16,202.491,32.276,179.725,0,SE,129.104,0,1,1802,668,latency to attack,Figure,,,1,
2252,P234,"Causes and consequences of contest outcome: Aggressiveness, dominance and growth in the sheepshead swordtail, Xiphophorus birchmanni",2013,Behavioral Ecology and Sociobiology,67,7,1151-1161,"Wilson, A.J.; Grimmer, A.; Rosenthal, G.G.",fish,Xiphophorus birchmanni,field,lab,adult,aggression,experimental,16,16,4.485,1.04,0.909,0.185,SE,4.16,0.74,1,1803,669,no. retreats,Figure,,,,
2253,P234,"Causes and consequences of contest outcome: Aggressiveness, dominance and growth in the sheepshead swordtail, Xiphophorus birchmanni",2013,Behavioral Ecology and Sociobiology,67,7,1151-1161,"Wilson, A.J.; Grimmer, A.; Rosenthal, G.G.",fish,Xiphophorus birchmanni,field,lab,adult,aggression,experimental,16,16,0,0,0.279,0,SE,0,0,1,1804,670,no. flees,Figure,,,1,
2254,P234,"Causes and consequences of contest outcome: Aggressiveness, dominance and growth in the sheepshead swordtail, Xiphophorus birchmanni",2013,Behavioral Ecology and Sociobiology,67,7,1151-1161,"Wilson, A.J.; Grimmer, A.; Rosenthal, G.G.",fish,Xiphophorus birchmanni,field,lab,adult,aggression,experimental,16,16,2.368,0.481,2.115,0.584,SE,1.924,2.336,,1805,671,no. prey items,Figure,,,,
2255,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,9.4,2.21,21.8,5.27,SE,12.105,28.865,,1806,672,nosetap,in-text,,,,
2256,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,4.03,1.57,3.13,0.83,SE,8.599,4.546,,1807,673,nosetap other,in-text,,,,
2257,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,7.8,1.35,8.1,1.01,SE,7.394,5.532,1,1808,674,total passive,in-text,,,,
2258,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,1.63,0.35,1.8,0.26,SE,1.917,1.424,1,1809,675,approach,in-text,,,,
2259,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,2.03,0.36,1.77,0.37,SE,1.972,2.027,,1810,676,turn head towards,in-text,,,,
2260,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,0.27,0.13,0.2,0.07,SE,0.712,0.383,,1811,677,head under,in-text,,,,
2261,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,0.4,0.68,0.23,0.1,SE,3.725,0.548,,1812,678,contact,in-text,,,,
2262,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,3.47,0.86,4.1,0.81,SE,4.71,4.437,,1813,679,crawl over,in-text,,,,
2263,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,1.57,0.51,0.63,0.27,SE,2.793,1.479,,1814,680,total overt aggression,in-text,,,,
2264,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,0.67,0.26,0.33,0.15,SE,1.424,0.822,,1815,681,head wrestle,in-text,,,,
2265,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,0.27,0.18,0,0,SE,0.986,0,,1816,682,chase ,in-text,,,1,
2266,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,0.73,0.24,0.3,0.16,SE,1.315,0.876,,1817,683,bite,in-text,,,,
2267,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,1.2,0.37,1.2,0.3,SE,2.027,1.643,1,1818,684,total avoid time,in-text,,,,
2268,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,1.07,0.33,0.4,0.15,SE,1.807,0.822,1,1819,685,retreat,in-text,,,,
2269,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,0.32,0.15,1,0.27,SE,0.822,1.479,1,1820,686,avoidance,in-text,,,,
2270,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,6.77,1.28,8.77,1.6,SE,7.011,8.764,,1821,672,nosetap,in-text,,,,
2271,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,2.5,0.85,3.4,0.97,SE,4.656,5.313,,1822,673,nosetap other,in-text,,,,
2272,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,7.93,1.17,10.33,1.43,SE,6.408,7.832,1,1823,674,total passive,in-text,,,,
2273,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,1.33,1.56,1.7,0.34,SE,8.544,1.862,,1824,675,approach,in-text,,,,
2274,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,3.97,0.58,3.13,0.57,SE,3.177,3.122,,1825,676,turn head towards,in-text,,,,
2275,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,0.37,0.13,0.37,0.15,SE,0.712,0.822,,1826,677,head under,in-text,,,,
2276,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,0.13,0.09,0.37,0.15,SE,0.493,0.822,,1827,678,contact,in-text,,,,
2277,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,2.13,0.67,4.77,0.92,SE,3.67,5.039,,1828,679,crawl over,in-text,,,,
2278,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,4.37,6.07,0.77,1.78,SE,33.247,9.749,,1829,680,total overt aggression,in-text,,,,
2279,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,1.63,0.57,0.47,0.24,SE,3.122,1.315,,1830,681,head wrestle,in-text,,,,
2280,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,0.53,0.21,0,0,SE,1.15,0,,1831,682,chase ,in-text,,,1,
